epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,230.763,0.44634,0.31086,1.39885,0.99056,0.97156,0.99242,0.88553,0.52723,0.36278,1.92444,0.0013169,0.0013169,0.0013169
71,233.988,0.45414,0.31078,1.41951,0.98172,0.97531,0.99082,0.89244,0.51022,0.35662,1.95383,0.001307,0.001307,0.001307
72,237.217,0.44518,0.30566,1.4238,0.98172,0.97531,0.99082,0.89244,0.51022,0.35662,1.95383,0.0012971,0.0012971,0.0012971
73,240.414,0.42729,0.29363,1.40934,0.9873,0.96914,0.99031,0.89323,0.49024,0.3515,2.10397,0.0012872,0.0012872,0.0012872
74,243.624,0.43479,0.30619,1.47711,0.9873,0.96914,0.99031,0.89323,0.49024,0.3515,2.10397,0.0012773,0.0012773,0.0012773
75,246.874,0.42247,0.29642,1.53239,0.99604,0.97222,0.99097,0.8951,0.49719,0.33941,2.01577,0.0012674,0.0012674,0.0012674
76,250.109,0.41611,0.2874,1.44665,0.99682,0.96875,0.98944,0.89187,0.50329,0.35864,1.99739,0.0012575,0.0012575,0.0012575
77,253.334,0.44281,0.29319,1.4998,0.99682,0.96875,0.98944,0.89187,0.50329,0.35864,1.99739,0.0012476,0.0012476,0.0012476
78,256.578,0.44219,0.30157,1.46733,0.9937,0.97347,0.99068,0.88817,0.52603,0.36532,1.99279,0.0012377,0.0012377,0.0012377
79,259.796,0.44242,0.30986,1.42272,0.99685,0.97765,0.99243,0.9002,0.49089,0.34468,1.90237,0.0012278,0.0012278,0.0012278
80,263.005,0.41354,0.28956,1.46517,0.99685,0.97765,0.99243,0.9002,0.49089,0.34468,1.90237,0.0012179,0.0012179,0.0012179
81,266.232,0.41793,0.29638,1.48668,0.99993,0.9784,0.99348,0.90304,0.45781,0.32021,1.92152,0.001208,0.001208,0.001208
82,269.816,0.40819,0.28464,1.46117,0.99993,0.9784,0.99348,0.90304,0.45781,0.32021,1.92152,0.0011981,0.0011981,0.0011981
83,273.434,0.41986,0.29106,1.43389,0.99371,0.98148,0.99409,0.88988,0.49952,0.32248,1.98727,0.0011882,0.0011882,0.0011882
84,276.653,0.41106,0.29157,1.41174,0.99912,0.97531,0.99448,0.8858,0.51281,0.32823,2.02128,0.0011783,0.0011783,0.0011783
85,279.871,0.42485,0.29698,1.41717,0.99912,0.97531,0.99448,0.8858,0.51281,0.32823,2.02128,0.0011684,0.0011684,0.0011684
86,283.092,0.42924,0.30189,1.38792,1,0.97782,0.9946,0.89954,0.50308,0.33002,1.98892,0.0011585,0.0011585,0.0011585
87,286.323,0.42796,0.30606,1.41753,0.99373,0.9782,0.99469,0.89049,0.53816,0.34432,2.07256,0.0011486,0.0011486,0.0011486
88,289.56,0.4098,0.29089,1.41318,0.99373,0.9782,0.99469,0.89049,0.53816,0.34432,2.07256,0.0011387,0.0011387,0.0011387
89,292.766,0.41711,0.28399,1.42887,0.99373,0.97776,0.9942,0.89374,0.53395,0.33525,2.17731,0.0011288,0.0011288,0.0011288
90,295.977,0.40832,0.27727,1.49839,0.99373,0.97776,0.9942,0.89374,0.53395,0.33525,2.17731,0.0011189,0.0011189,0.0011189
91,299.195,0.41486,0.29024,1.35931,0.9937,0.97364,0.9935,0.89708,0.51706,0.35495,2.03006,0.001109,0.001109,0.001109
92,302.427,0.40334,0.28694,1.35561,0.98427,0.96544,0.99308,0.87892,0.56033,0.39095,2.07816,0.0010991,0.0010991,0.0010991
93,305.638,0.40694,0.2866,1.39065,0.98427,0.96544,0.99308,0.87892,0.56033,0.39095,2.07816,0.0010892,0.0010892,0.0010892
94,308.864,0.42977,0.30023,1.38543,0.98427,0.96587,0.99103,0.8883,0.52359,0.38759,2.03025,0.0010793,0.0010793,0.0010793
95,312.084,0.40843,0.28635,1.34734,0.98685,0.96296,0.98981,0.9052,0.49127,0.37162,1.94013,0.0010694,0.0010694,0.0010694
96,315.699,0.3967,0.27139,1.32627,0.98685,0.96296,0.98981,0.9052,0.49127,0.37162,1.94013,0.0010595,0.0010595,0.0010595
97,319.353,0.39657,0.27574,1.38463,0.98723,0.95452,0.98756,0.88776,0.51735,0.39326,1.95116,0.0010496,0.0010496,0.0010496
